iter	Logloss
663	0.0136777997
664	0.01364259273
665	0.0136167258
666	0.01358599365
667	0.01355382949
668	0.01352790594
669	0.01350226551
670	0.01346557438
671	0.01343032569
672	0.01340491176
673	0.01337177604
674	0.01335060447
675	0.01332865357
676	0.01329906881
677	0.01326513737
678	0.01322981715
679	0.01320188046
680	0.01317388564
681	0.01313907206
682	0.01310670525
683	0.01307929903
684	0.01305399239
685	0.01302867234
686	0.0130055666
687	0.01298685074
688	0.01294822097
689	0.01291885525
690	0.01289722621
691	0.01287089437
692	0.01282987744
693	0.01279969066
694	0.01277056336
695	0.01274278462
696	0.01271148324
697	0.01267298758
698	0.01263971031
699	0.01262084842
700	0.01259253472
701	0.01257311404
702	0.01255195886
703	0.01252667606
704	0.01250324696
705	0.01246723011
706	0.01244390681
707	0.01241412461
708	0.01238293499
709	0.01233757064
710	0.01230956838
711	0.01227465421
712	0.01225291491
713	0.01222855225
714	0.01220486239
715	0.01217949688
716	0.01215789914
717	0.01212468147
718	0.01208361909
719	0.01206416339
720	0.01202629432
721	0.01200147346
722	0.01198288053
723	0.01196245402
724	0.01194500104
725	0.01191471741
726	0.01189256608
727	0.01187721491
728	0.01185258552
729	0.01183581203
730	0.01181012988
731	0.01178503335
732	0.01176277995
733	0.01173558384
734	0.01170845926
735	0.01167959198
736	0.01165443957
737	0.01162934005
738	0.01159690246
739	0.01157097071
740	0.011542321
741	0.01152121127
742	0.01150220782
743	0.01146404147
744	0.01144090891
745	0.01141592562
746	0.01138183922
747	0.01136004776
748	0.01132773012
749	0.01128558815
750	0.0112558715
751	0.0112413317
752	0.01122663915
753	0.01120881289
754	0.0111854285
755	0.01116656363
756	0.01114063114
757	0.01111867279
758	0.01109308675
759	0.01106951237
760	0.01104671136
761	0.01103397086
762	0.01101076901
763	0.01099167094
764	0.01097704992
765	0.01095735356
766	0.01092911959
767	0.01091146171
768	0.01088663191
769	0.01086227298
770	0.01083279401
771	0.01081378385
772	0.01078958884
773	0.01076914519
774	0.01073742658
775	0.01070744097
776	0.01069050133
777	0.01066856384
778	0.01064292789
779	0.01062363908
780	0.01060072035
781	0.0105716452
782	0.01055261344
783	0.01053360403
784	0.01051324308
785	0.01049685478
786	0.01047700271
787	0.01045990884
788	0.0104343757
789	0.0104135178
790	0.01039231345
791	0.01036790609
792	0.01034924239
793	0.01032823175
794	0.01029209495
795	0.01027572826
796	0.01025767624
797	0.01023821533
798	0.01021544486
799	0.01020092443
800	0.01018618718
801	0.0101652056
802	0.01014125198
803	0.01011526734
804	0.01009739935
805	0.01008321494
806	0.01006224528
807	0.01004179865
808	0.01002774537
809	0.01001353413
810	0.01000052169
811	0.009982822835
812	0.009966599941
813	0.009946972132
814	0.009922670573
815	0.009905727208
816	0.009885127097
817	0.009866167605
818	0.009852794558
819	0.009839238971
820	0.009818866104
821	0.009801328182
822	0.009778512269
823	0.009764580429
824	0.00974913016
825	0.009728557616
826	0.009710907936
827	0.009692366421
828	0.009676137567
829	0.009659355879
830	0.009640087187
831	0.009624622762
832	0.009608244896
833	0.009590274096
834	0.009575422108
835	0.00955478251
836	0.009530742466
837	0.009510793537
838	0.009493538737
839	0.009477975965
840	0.009452192485
841	0.009431037307
842	0.009415158629
843	0.009400217235
844	0.009387355298
845	0.00937243104
846	0.009357885271
847	0.009339942038
848	0.009322537482
849	0.009303727001
850	0.009283100069
851	0.009262263775
852	0.009241264313
853	0.009221060574
854	0.009205961972
855	0.009193631262
856	0.009177205712
857	0.009163714945
858	0.009149098396
859	0.009130503237
860	0.009111900628
861	0.009092945606
862	0.009076616168
863	0.009058068693
864	0.009044802189
865	0.009024261683
866	0.009003443271
867	0.008988669515
868	0.008975140005
869	0.008964210004
870	0.008948998153
871	0.00893676877
872	0.008919243515
873	0.008900421858
874	0.008888162673
875	0.008866284043
876	0.008845201135
877	0.008831226826
878	0.008816068619
879	0.008804546297
880	0.008789099008
881	0.008777520806
882	0.008762790263
883	0.008745443076
884	0.008724621683
885	0.008703194559
886	0.008686383069
887	0.008670070767
888	0.008652053028
889	0.008641736954
890	0.008626042306
891	0.00861614868
892	0.008599693328
893	0.008583393693
894	0.008571530133
895	0.008555711806
896	0.008538116515
897	0.008526284993
898	0.008503689617
899	0.008490493894
900	0.008472452313
901	0.008455719054
902	0.008443110436
903	0.00842923969
904	0.008416257799
905	0.008399202675
906	0.008383215964
907	0.008369377255
908	0.008355382085
909	0.008339048177
910	0.008324587345
911	0.0083075881
912	0.008286957443
913	0.008277816325
914	0.008266859502
915	0.008252510428
916	0.008241032064
917	0.008229018748
918	0.008211563528
919	0.008197787404
920	0.008188356459
921	0.008174544573
922	0.008160112798
923	0.008148902655
924	0.008133926988
925	0.008113084733
926	0.00810207054
927	0.008087322116
928	0.008071581274
929	0.008055859059
930	0.008043387532
931	0.008029264957
932	0.008015035093
933	0.008002375811
934	0.007987765968
935	0.007975268364
936	0.007962713391
937	0.007950051874
938	0.007937108725
939	0.007922153175
940	0.007909923047
941	0.007898983359
942	0.007883962244
943	0.007869565487
944	0.007856819034
945	0.007842735201
946	0.007829864323
947	0.007812745869
948	0.007801145315
949	0.007787494361
950	0.007775259018
951	0.007762958109
952	0.007742887735
953	0.007728501409
954	0.007714700699
955	0.007701447606
956	0.007690267265
957	0.007676438987
958	0.007662269473
959	0.007649452984
960	0.00763360709
961	0.007622560859
962	0.007610343397
963	0.007596571743
964	0.007582856715
965	0.007574543357
966	0.007559200376
967	0.007548396289
968	0.007539785653
969	0.007528847456
970	0.007520004362
971	0.007505735755
972	0.007496103644
973	0.007485029101
974	0.00747474134
975	0.007463473082
976	0.007451924682
977	0.007441001385
978	0.007431373
979	0.007416880876
980	0.007404692471
981	0.007390854508
982	0.007382475585
983	0.007374256849
984	0.007359414548
985	0.00734936595
986	0.007340657711
987	0.007328609377
988	0.007317024469
989	0.00730689317
990	0.007295386493
991	0.007284905016
992	0.007267971337
993	0.007258092612
994	0.007241682708
995	0.007229299843
996	0.007216544449
997	0.007202392817
998	0.007185799628
999	0.007176081091
