iter	Logloss
0	0.6831556797
1	0.6747407913
2	0.6651079178
3	0.6551835537
4	0.647397089
5	0.6395426273
6	0.6290937424
7	0.6201559544
8	0.612583065
9	0.6031801701
10	0.5948814392
11	0.5873987198
12	0.5791306496
13	0.5703076363
14	0.5612615585
15	0.5548716545
16	0.5470135212
17	0.5397174358
18	0.5330107689
19	0.52634058
20	0.5186304092
21	0.5118282318
22	0.5040007114
23	0.4966175079
24	0.4905665398
25	0.4850888252
26	0.4780348778
27	0.4720090389
28	0.4664167881
29	0.4609508514
30	0.4538111687
31	0.4487915039
32	0.4417674541
33	0.4360068321
34	0.4302007675
35	0.4242939472
36	0.4191085815
37	0.4129971027
38	0.4076128006
39	0.4015202522
40	0.394947052
41	0.388317585
42	0.3832690954
43	0.3781855106
44	0.3736319542
45	0.3693186283
46	0.3652282715
47	0.3598015785
48	0.3558359861
49	0.3513925791
50	0.3475389719
51	0.3428536415
52	0.338820529
53	0.335620594
54	0.3319727898
55	0.3273109436
56	0.3236131668
57	0.319473505
58	0.3153512001
59	0.3109845638
60	0.3075316191
61	0.3041978836
62	0.3005749464
63	0.2970093727
64	0.2933341503
65	0.2903851271
66	0.286335516
67	0.2830361128
68	0.2794932365
69	0.2762627602
70	0.2730504751
71	0.2703118086
72	0.2671211243
73	0.2632303715
74	0.2606901646
75	0.2581191063
76	0.2558657169
77	0.2525629044
78	0.2500972271
79	0.247263813
80	0.2448705673
81	0.2427458763
82	0.2398175716
83	0.2372485638
84	0.2349084616
85	0.2322063208
86	0.2301567316
87	0.2272265911
88	0.2245703936
89	0.222194767
90	0.2195705414
91	0.216680789
92	0.2148131847
93	0.212244606
94	0.2103239536
95	0.207901144
96	0.2060235977
97	0.203849268
98	0.2018718719
99	0.2001215935
100	0.198061657
101	0.1963055015
102	0.1939805269
103	0.1924085498
104	0.1908170938
105	0.1888269067
106	0.1870217919
107	0.185134697
108	0.1836290121
109	0.1821105957
110	0.1797282219
111	0.1776541471
112	0.1761052251
113	0.1743329287
114	0.1727229595
115	0.1708636522
116	0.1691561937
117	0.167237258
118	0.1657140493
119	0.1643194437
120	0.1626150846
121	0.1608878851
122	0.1595080495
123	0.1578467369
124	0.156653738
125	0.1554789186
126	0.1541786075
127	0.1527801991
128	0.1513228178
129	0.1500484824
130	0.1489066362
131	0.1475961447
132	0.1460414886
133	0.1448806047
134	0.1435461879
135	0.1417218089
136	0.1404700994
137	0.1394642472
138	0.1382573366
139	0.1370371461
140	0.1357512712
141	0.1347456932
142	0.1336496234
143	0.1326141357
144	0.1312484264
145	0.1303923965
146	0.1293617487
147	0.1280134439
148	0.1267114878
149	0.1255755782
150	0.1244369864
151	0.1235986471
152	0.1226110339
153	0.1216374159
154	0.1207332969
155	0.1196728468
156	0.1186369538
157	0.1177799463
158	0.1168761969
159	0.1158403039
160	0.1148306608
161	0.1139754772
162	0.1130078077
163	0.1121955395
164	0.1113948703
165	0.11045084
166	0.1095203638
167	0.1087837696
168	0.1079138279
169	0.1069491625
170	0.1058780432
171	0.1048366427
172	0.103975749
173	0.1029828072
174	0.1021660089
175	0.1013290763
176	0.1004758835
177	0.09965574741
178	0.09907974601
179	0.09813008904
180	0.09738640785
181	0.09674777985
182	0.09591350555
183	0.09501942396
184	0.0944046855
185	0.09365202188
186	0.09299743176
187	0.0922129035
188	0.09147794843
189	0.09075338244
190	0.09019916058
191	0.08957047462
192	0.08905541897
193	0.08848433495
194	0.08800234795
195	0.08737373948
196	0.08681503534
197	0.08624407053
198	0.08558170795
199	0.08505667448
200	0.08449770212
201	0.08394665718
202	0.08339284658
203	0.08302774429
204	0.08240835667
205	0.08192766905
206	0.08150064349
207	0.08093221188
208	0.08050559163
209	0.07991641164
210	0.07924646139
211	0.07869769335
212	0.07825802565
213	0.07769030929
214	0.07704897523
215	0.07658894062
216	0.07620153427
217	0.07570889592
218	0.0751815021
219	0.07484320402
220	0.07430959344
221	0.07387068272
222	0.07329651713
223	0.07293673158
224	0.07241028547
225	0.07196666002
226	0.07153096795
227	0.07121285796
228	0.07063624859
229	0.07010872364
230	0.06956174374
231	0.06914464831
232	0.06874791384
233	0.06833493114
234	0.06795319319
235	0.06759851575
236	0.06721066236
237	0.06673417091
238	0.06644641161
239	0.06609985828
240	0.06565301418
241	0.06528156996
242	0.06501330137
243	0.06470593214
244	0.06438843608
245	0.06397963762
246	0.06363403797
247	0.06318860054
248	0.06268283129
249	0.06223909259
250	0.06185272932
251	0.06138260365
252	0.06106078029
253	0.06068981886
254	0.06028197408
255	0.05977103114
256	0.05943257213
257	0.05918190479
258	0.05886892676
259	0.05852538347
260	0.05820322037
261	0.0579526186
262	0.05765272379
263	0.05726420879
264	0.05689530373
265	0.05653450489
266	0.05622496605
267	0.05590199828
268	0.05564835072
269	0.05523444414
270	0.05495474339
271	0.05468438268
272	0.05441477299
273	0.0540418148
274	0.0536759913
275	0.05337431431
276	0.05297683477
277	0.05269864798
278	0.05232596993
279	0.05195769668
280	0.05171363354
281	0.05144681334
282	0.05121130943
283	0.05095947981
284	0.05077558756
285	0.05042381883
286	0.05013622046
287	0.04989044368
288	0.04960719943
289	0.04935873747
290	0.04913768172
291	0.04893248379
292	0.04864598811
293	0.04840165973
294	0.04815836549
295	0.04798900187
296	0.04769736528
297	0.04745718241
298	0.04722786546
299	0.04695596695
300	0.04672138691
301	0.04647266865
302	0.04622329473
303	0.045993644
304	0.04573690891
305	0.04554769993
306	0.04534000158
307	0.04509605765
308	0.0449110955
309	0.04465577602
310	0.04442954361
311	0.04421981573
312	0.04398083687
313	0.04376296103
314	0.04359253347
315	0.04336644411
316	0.04312417805
317	0.04290509224
318	0.04270968735
319	0.04253915548
320	0.04234530926
321	0.04212018549
322	0.04193395078
323	0.04172624946
324	0.04148336649
325	0.04127806127
326	0.04104905725
327	0.04088039398
328	0.04071881771
329	0.04055334926
330	0.04035685658
331	0.04017098546
332	0.0400005877
333	0.03973008692
334	0.03958368897
335	0.03940983415
336	0.03916923404
337	0.03896327615
338	0.03878647983
339	0.03861306608
340	0.03838573396
341	0.03822397292
342	0.0379871279
343	0.03780724704
344	0.03763450682
345	0.03746046424
346	0.03724773228
347	0.03705456257
348	0.03687877059
349	0.03668738604
350	0.0365570724
351	0.03647481203
352	0.03623693883
353	0.03609630466
354	0.03593759537
355	0.03574982882
356	0.0356135428
357	0.03548460007
358	0.03532685041
359	0.03519670963
360	0.03505607843
361	0.03494942188
362	0.03481300175
363	0.03466261923
364	0.03446543813
365	0.03431270123
366	0.03418065906
367	0.0340403378
368	0.03390384316
369	0.03380049467
370	0.03365343809
371	0.03355328441
372	0.03345316648
373	0.0333034873
374	0.03317770064
375	0.03306415677
376	0.03292702436
377	0.03277547956
378	0.03261780739
379	0.03248239756
380	0.03236586154
381	0.03223153651
382	0.03213720322
383	0.03203842342
384	0.03191387653
385	0.03180776536
386	0.03169830441
387	0.03154617846
388	0.03145927191
389	0.03135634959
390	0.03118516505
391	0.03106514215
392	0.03089452088
393	0.03079066873
394	0.03066094816
395	0.03054354787
396	0.03041993082
397	0.03027109504
398	0.03014133573
399	0.03005177975
400	0.02992503643
401	0.02981312275
402	0.02973855436
403	0.02961353958
404	0.02950692773
405	0.02941188812
406	0.02931899428
407	0.02923718393
408	0.02909340262
409	0.02894843817
410	0.02881807983
411	0.02872281969
412	0.02862953246
413	0.0285438031
414	0.0284512341
415	0.02834355235
416	0.02825978398
417	0.02816903591
418	0.02805941403
419	0.02794097364
420	0.02784487009
421	0.027762115
422	0.02764390111
423	0.02753317952
424	0.02739749849
425	0.02730574012
426	0.02721808553
427	0.02712557316
428	0.02701483369
429	0.02690308094
430	0.02679359615
431	0.02669681013
432	0.02660267353
433	0.02648935914
434	0.02640552819
435	0.02633028626
436	0.02621173263
437	0.02612577081
438	0.02599282861
439	0.02591493428
440	0.02582976818
441	0.02574847341
442	0.02563935518
443	0.02550817132
444	0.02542576492
445	0.025351125
446	0.02527312636
447	0.02520172596
448	0.02506209612
449	0.02497346103
450	0.02488852739
451	0.02479854822
452	0.02471180558
453	0.02464317679
454	0.02453809083
455	0.02447187155
456	0.02442292571
457	0.02430486977
458	0.02421869338
459	0.0241465956
460	0.02405690402
461	0.02398140132
462	0.02391287535
463	0.02381995171
464	0.02374569476
465	0.0236751914
466	0.02360532284
467	0.02351857424
468	0.02345293462
469	0.02337421477
470	0.0232777521
471	0.02318839431
472	0.02312664241
473	0.02304283381
474	0.0229764998
475	0.02289257795
476	0.02278917134
477	0.02271750867
478	0.0226718843
479	0.0225985691
480	0.02249749601
481	0.02242894322
482	0.02233787328
483	0.02226243764
484	0.02217956483
485	0.02211809456
486	0.02205184549
487	0.02199562639
488	0.02191556394
489	0.02185624987
490	0.02180164158
491	0.02174344063
492	0.0216718778
493	0.02161919624
494	0.02154685706
495	0.02150095403
496	0.02141961455
497	0.02134664953
498	0.02122244239
499	0.02116630971
500	0.02109899223
501	0.02106032521
502	0.02098763883
503	0.02092259079
504	0.02085947841
505	0.02080413997
506	0.02073104084
507	0.02066901922
508	0.02060992867
509	0.02053202838
510	0.02047764063
511	0.02041845173
512	0.02035854161
513	0.0202908814
514	0.02023225576
515	0.0201820001
516	0.02012087405
517	0.02007747889
518	0.02002032697
519	0.01994775832
520	0.0198705107
521	0.01981931478
522	0.01975299418
523	0.01969095469
524	0.01964059472
525	0.01957440823
526	0.01953028142
527	0.01943937987
528	0.01937500536
529	0.01933431029
530	0.01928786933
531	0.01923144013
532	0.01918947697
533	0.01914758384
534	0.01909913719
535	0.01904268563
536	0.01900229007
537	0.01893844903
538	0.01888140142
539	0.01884135604
540	0.01879065782
541	0.01874665022
542	0.01869903356
543	0.01865268201
544	0.01861611307
545	0.01857004762
546	0.01852353513
547	0.01845884323
548	0.01842056811
549	0.01834982485
550	0.01830461919
551	0.01825539172
552	0.01820158958
553	0.01815731823
554	0.01811282635
555	0.01806015819
556	0.01801925004
557	0.0179703936
558	0.01793795824
559	0.01786770225
560	0.01781096458
561	0.01774357259
562	0.01770449132
563	0.0176624611
564	0.01760464162
565	0.01755023599
566	0.01751265526
567	0.01745172441
568	0.01738567799
569	0.01735076308
570	0.01730309725
571	0.01726058125
572	0.0172017172
573	0.01716664433
574	0.01712733209
575	0.01707825363
576	0.01702851057
577	0.01697069854
578	0.01691554785
579	0.01687655747
580	0.01683301181
581	0.01680237949
582	0.0167453289
583	0.01670745313
584	0.01665623933
585	0.01660955548
586	0.01658372283
587	0.01655288637
588	0.01651499271
589	0.0164794296
590	0.01643548012
591	0.0163925916
592	0.01635219753
593	0.01629426479
594	0.01624525934
595	0.01620502323
596	0.01616484225
597	0.01611737907
598	0.01607509553
599	0.01601761281
600	0.01597951949
601	0.01593541503
602	0.01589937061
603	0.01586668789
604	0.0158138603
605	0.01576449126
606	0.01571929753
607	0.01568572372
608	0.01564552039
609	0.01559091061
610	0.01555114686
611	0.01551741958
612	0.01547850966
613	0.01543975174
614	0.01539925635
615	0.01536976397
616	0.01533687115
617	0.01530187726
618	0.0152666688
619	0.01522875428
620	0.0151894182
621	0.01513755471
622	0.0151106745
623	0.01507997513
624	0.01502830982
625	0.01498878449
626	0.01495230794
627	0.01492303312
628	0.01488823146
629	0.01485376656
630	0.01480156481
631	0.01477239579
632	0.01473396271
633	0.01470543593
634	0.01466515064
635	0.01463242173
636	0.01460295022
637	0.01456625462
638	0.01453277767
639	0.01449743509
640	0.01446230859
641	0.01443608403
642	0.01440670043
643	0.01436697841
644	0.01433527023
645	0.01430588961
646	0.01427350938
647	0.01422386318
648	0.01419591308
649	0.01415910572
650	0.01411692202
651	0.01407776177
652	0.01404271871
653	0.01400298476
654	0.01396971792
655	0.01393455565
656	0.01389458179
657	0.01387143135
658	0.01384020448
659	0.01380804181
660	0.01378179789
661	0.01374669373
662	0.01371097863
